Component, CC
edu.umd.cs.findbugs.classfile.analysis.EnumValue,2
edu.umd.cs.findbugs.gui2.SorterTableColumnModel,8
edu.umd.cs.findbugs.classfile.engine.bcel.UnpackedCode,2
edu.umd.cs.findbugs.ba.AbstractDataflowAnalysis,2
edu.umd.cs.findbugs.detect.PreferZeroLengthArrays,2
edu.umd.cs.findbugs.sourceViewer.NumberedParagraphView,2
edu.umd.cs.findbugs.ObfuscateTest,3
edu.umd.cs.findbugs.classfile.engine.bcel.BackwardTypeQualifierDataflowFactoryFactory,2
edu.umd.cs.findbugs.detect.UnnecessaryMath,3
edu.umd.cs.findbugs.gui2.SaveType,3
edu.umd.cs.findbugs.TigerSubstitutes,2
edu.umd.cs.findbugs.gui2.TabbedLayout,3
edu.umd.cs.findbugs.gui2.SwingThread,1
edu.umd.cs.findbugs.model.ClassFeatureSet,2
edu.umd.cs.findbugs.gui2.FindBugsFilterFileFilter,2
edu.umd.cs.findbugs.Token,2
edu.umd.cs.findbugs.cloud.BugFilingHelper,4
edu.umd.cs.findbugs.bugReporter.MaxRankDecorator,5
edu.umd.cs.findbugs.ba.MethodBytecodeSet,2
edu.umd.cs.findbugs.UsageTracker,18
edu.umd.cs.findbugs.gui2.AnalysisCallback,2
edu.umd.cs.findbugs.anttask.AbstractFindBugsTask,8
edu.umd.cs.findbugs.detect.FinalizerNullsFields,3
edu.umd.cs.findbugs.anttask.FindBugsTask,12
edu.umd.cs.findbugs.ba.ForwardDataflowAnalysis,2
edu.umd.cs.findbugs.ba.ClassContext,13
edu.umd.cs.findbugs.ba.ch.InheritanceEdge,2
edu.umd.cs.findbugs.classfile.engine.AbstractFieldAnnotationVisitor,2
edu.umd.cs.findbugs.ExcludingHashesBugReporter,3
edu.umd.cs.findbugs.ba.npe2.TestNullnessValue,3
edu.umd.cs.findbugs.ba.AbstractField,2
edu.umd.cs.findbugs.detect.SynchronizationOnSharedBuiltinConstant,8
edu.umd.cs.findbugs.gui2.Driver,6
edu.umd.cs.findbugs.ba.obl.MatchObligationParametersEntry,1
edu.umd.cs.findbugs.UpdateCheckCallback,2
edu.umd.cs.findbugs.cloud.BugFiler,5
edu.umd.cs.findbugs.ba.DFSCFGPrinter,2
edu.umd.cs.findbugs.props.WarningPropertyUtil,3
edu.umd.cs.findbugs.gui.BugCellRenderer,1
edu.umd.cs.findbugs.ba.CheckReturnAnnotationDatabase,14
edu.umd.cs.findbugs.io.SlowInputStream,4
edu.umd.cs.findbugs.ba.npe.IsNullValueAnalysisFeatures,2
edu.umd.cs.findbugs.jaif.JAIFEvents,2
edu.umd.cs.findbugs.userAnnotations.Plugin,1
edu.umd.cs.findbugs.ba.obl.ObligationDataflow,2
edu.umd.cs.findbugs.annotations.ExpectWarning,9
edu.umd.cs.findbugs.SAXBugCollectionHandler,49
edu.umd.cs.findbugs.detect.InefficientMemberAccess,2
edu.umd.cs.findbugs.InterproceduralFirstPassDetector,2
edu.umd.cs.findbugs.detect.SynchronizeAndNullCheckField,2
edu.umd.cs.findbugs.detect.BadlyOverriddenAdapter,2
edu.umd.cs.findbugs.filter.NameMatch,2
edu.umd.cs.findbugs.filter.RelationalOp,2
edu.umd.cs.findbugs.annotations.PossiblyNull,2
edu.umd.cs.findbugs.filter.VersionMatcher,2
edu.umd.cs.findbugs.L10N,4
edu.umd.cs.findbugs.detect.FindMaskedFields,5
edu.umd.cs.findbugs.detect.SerializableIdiom,22
edu.umd.cs.findbugs.classfile.engine.ClassParserUsingBCEL,3
edu.umd.cs.findbugs.AnalysisLocal,2
edu.umd.cs.findbugs.detect.Methods,2
edu.umd.cs.findbugs.ClassWarningSuppressor,2
edu.umd.cs.findbugs.detect.VarArgsProblems,2
edu.umd.cs.findbugs.ba.bcp.MatchResult,2
edu.umd.cs.findbugs.filter.Filter,7
edu.umd.cs.findbugs.gui.LineNumberer,1
edu.umd.cs.findbugs.ba.Path,3
edu.umd.cs.findbugs.ProgramPoint,6
edu.umd.cs.findbugs.detect.TrainNonNullAnnotations,2
edu.umd.cs.findbugs.CheckBcel,4
edu.umd.cs.findbugs.ba.jsr305.ReturnTypeAnnotationAccumulator,3
edu.umd.cs.findbugs.StringAnnotation,13
edu.umd.cs.findbugs.ba.npe.ReturnPathType,2
edu.umd.cs.findbugs.NonReportingDetector,3
edu.umd.cs.findbugs.detect.InstanceFieldLoadStreamFactory,2
edu.umd.cs.findbugs.UpdateChecker,13
edu.umd.cs.findbugs.filter.LastVersionMatcher,3
edu.umd.cs.findbugs.visitclass.Util,5
edu.umd.cs.findbugs.ba.LineNumberMap,2
edu.umd.cs.findbugs.classfile.ICodeBaseIterator,2
edu.umd.cs.findbugs.filter.OrMatcher,2
edu.umd.cs.findbugs.SuppressionMatcher,2
edu.umd.cs.findbugs.DetectorFactory,14
edu.umd.cs.findbugs.ba.BlockTypeAnalysis,2
edu.umd.cs.findbugs.detect.NullArgumentWarningProperty,3
edu.umd.cs.findbugs.TrainingDetector,2
edu.umd.cs.findbugs.ba.obl.NonexistentObligationException,1
edu.umd.cs.findbugs.gui2.Debug,4
edu.umd.cs.findbugs.detect.CallToUnsupportedMethod,5
edu.umd.cs.findbugs.filter.LocalMatcher,2
edu.umd.cs.findbugs.util.StringsTest,5
edu.umd.cs.findbugs.annotations.DefaultAnnotationForParameters,3
edu.umd.cs.findbugs.detect.NoteJCIPAnnotation,4
edu.umd.cs.findbugs.bugReporter.BugReporterPlugin,5
edu.umd.cs.findbugs.gui2.MainFrameTree,4
edu.umd.cs.findbugs.plan.SingleDetectorFactorySelector,2
edu.umd.cs.findbugs.UsageTrackerCallback,2
edu.umd.cs.findbugs.tools.CheckClassfileVersion,8
edu.umd.cs.findbugs.ba.DefaultNullnessAnnotations,19
edu.umd.cs.findbugs.classfile.engine.bcel.UnpackedCodeFactory,2
edu.umd.cs.findbugs.detect.DoomedCodeWarningProperty,3
edu.umd.cs.findbugs.graph.SearchTreeCallback,2
edu.umd.cs.findbugs.SwitchHandler,4
edu.umd.cs.findbugs.ba.XMethodParameter,2
edu.umd.cs.findbugs.ba.ExceptionHandlerMap,2
edu.umd.cs.findbugs.config.UserPreferences,8
edu.umd.cs.findbugs.graph.ReverseDepthFirstSearch,2
edu.umd.cs.findbugs.ba.UnresolvedXField,4
edu.umd.cs.findbugs.ba.jsr305.ForwardTypeQualifierDataflowFactory,5
edu.umd.cs.findbugs.anttask.ComputeBugHistoryTask,2
edu.umd.cs.findbugs.ba.ComparableMethod,1
edu.umd.cs.findbugs.gui2.BugLoader,24
edu.umd.cs.findbugs.detect.TestingGround,16
edu.umd.cs.findbugs.ba.ReverseDFSOrder,4
edu.umd.cs.findbugs.classfile.engine.bcel.EngineRegistrar,5
edu.umd.cs.findbugs.classfile.engine.bcel.ReturnPathTypeDataflowFactory,2
edu.umd.cs.findbugs.ba.MethodHashTest,2
edu.umd.cs.findbugs.detect.CheckImmutableAnnotation,3
edu.umd.cs.findbugs.detect.ComparatorIdiom,3
edu.umd.cs.findbugs.workflow.MergeSummarizeAndView,6
edu.umd.cs.findbugs.ba.generic.TestGenericSignatureParser,2
edu.umd.cs.findbugs.detect.ConfusionBetweenInheritedAndOuterMethod,2
edu.umd.cs.findbugs.detect.BCPMethodReturnCheck,3
edu.umd.cs.findbugs.FindBugsDisplayFeatures,2
edu.umd.cs.findbugs.ba.CFGBuilderException,2
edu.umd.cs.findbugs.classfile.engine.bcel.ParameterSignatureListFactory,2
edu.umd.cs.findbugs.gui.FindBugsFrame,8
edu.umd.cs.findbugs.ba.PostDominatorsAnalysis,2
edu.umd.cs.findbugs.xml.OutputStreamXMLOutput,7
edu.umd.cs.findbugs.ba.FieldSummary,20
edu.umd.cs.findbugs.workflow.SetBugDatabaseInfo,16
edu.umd.cs.findbugs.detect.CloneIdiom,4
edu.umd.cs.findbugs.ba.bcp.Variable,2
edu.umd.cs.findbugs.ba.ch.OverriddenMethodsVisitor,4
edu.umd.cs.findbugs.classfile.engine.asm.package-info,2
edu.umd.cs.findbugs.classfile.engine.bcel.StoreDataflowFactory,2
edu.umd.cs.findbugs.ba.npe2.IfNullCondition,2
edu.umd.cs.findbugs.detect.ReadOfInstanceFieldInMethodInvokedByConstructorInSuperclass,17
edu.umd.cs.findbugs.classfile.engine.bcel.LockDataflowFactory,2
edu.umd.cs.findbugs.detect.FindUnreleasedLock,5
edu.umd.cs.findbugs.classfile.CheckedAnalysisException,2
edu.umd.cs.findbugs.log.ConsoleLogger,3
edu.umd.cs.findbugs.gui2.HashListTest,1
edu.umd.cs.findbugs.RunnableWithExceptions,1
edu.umd.cs.findbugs.AbstractBugReporter,10
edu.umd.cs.findbugs.classfile.MethodDescriptor,7
edu.umd.cs.findbugs.ba.ZipSourceFileDataSource,3
edu.umd.cs.findbugs.ba.obl.Obligation,2
edu.umd.cs.findbugs.ba.XMethod,12
edu.umd.cs.findbugs.gui.DefaultSortedTableModel,1
edu.umd.cs.findbugs.cloud.Cloud,64
edu.umd.cs.findbugs.plan.ExecutionPlan,6
edu.umd.cs.findbugs.classfile.analysis.MethodInfo,20
edu.umd.cs.findbugs.ba.npe.ReturnPathTypeAnalysis,2
edu.umd.cs.findbugs.annotations.CheckReturnValue,3
edu.umd.cs.findbugs.visitclass.PreorderVisitor,13
edu.umd.cs.findbugs.graph.DFSEdgeTypes,2
edu.umd.cs.findbugs.Priorities,2
edu.umd.cs.findbugs.StatelessDetector,2
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierValueSet,5
edu.umd.cs.findbugs.detect.SwitchFallthrough,13
edu.umd.cs.findbugs.detect.FindRunInvocations,4
edu.umd.cs.findbugs.PackageWarningSuppressor,2
edu.umd.cs.findbugs.ClassScreener,4
edu.umd.cs.findbugs.workflow.FB,1
edu.umd.cs.findbugs.classfile.IClassConstants,2
edu.umd.cs.findbugs.detect.WrongMapIterator,3
edu.umd.cs.findbugs.ba.type.TypeFrameModelingVisitor,61
edu.umd.cs.findbugs.detect.FindSpinLoop,2
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierApplications,21
edu.umd.cs.findbugs.plan.ConstraintEdge,2
edu.umd.cs.findbugs.AddAnnotation,9
edu.umd.cs.findbugs.detect.DuplicateBranches,4
edu.umd.cs.findbugs.detect.EmptyZipFileEntry,2
edu.umd.cs.findbugs.workflow.BackdateHistoryUsingSource,8
edu.umd.cs.findbugs.plan.ConstraintGraph,2
edu.umd.cs.findbugs.bcel.generic.NONNULL2Z,1
edu.umd.cs.findbugs.detect.BadResultSetAccess,3
edu.umd.cs.findbugs.model.IdentityClassNameRewriter,2
edu.umd.cs.findbugs.ba.npe.MayReturnNullPropertyDatabase,2
edu.umd.cs.findbugs.ba.jsr305.BackwardTypeQualifierDataflowFactory,5
edu.umd.cs.findbugs.ba.jsr305.ForwardTypeQualifierDataflowAnalysis,5
edu.umd.cs.findbugs.gui.AnnotatedString,4
edu.umd.cs.findbugs.classfile.ClassDescriptor,9
edu.umd.cs.findbugs.detect.EqStringTest,3
edu.umd.cs.findbugs.ba.npe2.DefinitelyNullSetAnalysis,3
edu.umd.cs.findbugs.filter.FirstVersionMatcher,2
edu.umd.cs.findbugs.ShowHelp,7
edu.umd.cs.findbugs.classfile.DescriptorFactory,21
edu.umd.cs.findbugs.Obfuscate,6
edu.umd.cs.findbugs.detect.FindUseOfNonSerializableValue,1
edu.umd.cs.findbugs.cloud.BugFilingCommentHelper,5
edu.umd.cs.findbugs.detect.PublicSemaphores,2
edu.umd.cs.findbugs.ba.PathVisitor,2
edu.umd.cs.findbugs.detect.HugeSharedStringConstants,3
edu.umd.cs.findbugs.model.ClassNameRewriter,2
edu.umd.cs.findbugs.bcel.generic.NullnessConversationInstruction,2
edu.umd.cs.findbugs.ba.AnalysisException,3
edu.umd.cs.findbugs.detect.FindSelfComparison2,4
edu.umd.cs.findbugs.detect.DontIgnoreResultOfPutIfAbsent,15
edu.umd.cs.findbugs.cloud.CloudPlugin,11
edu.umd.cs.findbugs.ba.type.TypeAnalysis,11
edu.umd.cs.findbugs.graph.GraphVertex,2
edu.umd.cs.findbugs.classfile.engine.bcel.MethodFactory,2
edu.umd.cs.findbugs.detect.SuspiciousThreadInterrupted,2
edu.umd.cs.findbugs.ba.vna.ValueNumberSourceInfo,8
edu.umd.cs.findbugs.ba.AnnotationDatabase,8
edu.umd.cs.findbugs.util.LaunchBrowser,18
edu.umd.cs.findbugs.gui2.CheckBoxList,2
edu.umd.cs.findbugs.cloud.BugLinkInterface,2
edu.umd.cs.findbugs.gui2.AnalyzingDialog,7
edu.umd.cs.findbugs.PluginDoesntContainMetadataException,2
edu.umd.cs.findbugs.ba.bcp.LongOrDoubleLocalVariable,2
edu.umd.cs.findbugs.workflow.Churn,11
edu.umd.cs.findbugs.detect.FindNullDeref,41
edu.umd.cs.findbugs.ba.deref.UnconditionalValueDerefAnalysis,14
edu.umd.cs.findbugs.annotations.Confidence,1
edu.umd.cs.findbugs.ba.constant.ConstantFrame,2
edu.umd.cs.findbugs.ba.vna.ValueNumberAnalysis,7
edu.umd.cs.findbugs.detect.StaticFieldLoadStreamFactory,2
edu.umd.cs.findbugs.cloud.CloudListener,2
edu.umd.cs.findbugs.DeepSubtypeAnalysis,8
edu.umd.cs.findbugs.util.HTML,6
edu.umd.cs.findbugs.annotations.CreatesObligation,2
edu.umd.cs.findbugs.util.ExactStringMatcher,2
edu.umd.cs.findbugs.cloud.DBStats,37
edu.umd.cs.findbugs.ba.obl.ObligationPolicyDatabaseActionType,3
edu.umd.cs.findbugs.classfile.engine.bcel.MethodBytecodeSetFactory,2
edu.umd.cs.findbugs.BugRanker,29
edu.umd.cs.findbugs.ba.type.LongExtraType,2
edu.umd.cs.findbugs.ba.ReturnPath,2
edu.umd.cs.findbugs.detect.BuildNonnullReturnDatabase,2
edu.umd.cs.findbugs.util.ClassName,17
edu.umd.cs.findbugs.internalAnnotations.SlashedPattern,2
edu.umd.cs.findbugs.cloud.appEngine.ServerReturnedErrorCodeException,1
edu.umd.cs.findbugs.gui2.SuppressionMatcher,2
edu.umd.cs.findbugs.ba.bcp.Store,2
edu.umd.cs.findbugs.visitclass.GetNumberArgumentsTest,2
edu.umd.cs.findbugs.asm.AbstractFBMethodVisitor,2
edu.umd.cs.findbugs.detect.FindPuzzlers,36
edu.umd.cs.findbugs.ba.SourceInfoMap,2
edu.umd.cs.findbugs.ba.CFGBuilder,2
edu.umd.cs.findbugs.classfile.analysis.AnnotationValue,4
edu.umd.cs.findbugs.plan.DetectorNode,2
edu.umd.cs.findbugs.gui2.SplitLayout,8
edu.umd.cs.findbugs.gui2.FilterListener,2
edu.umd.cs.findbugs.ba.bcp.MatchAny,2
edu.umd.cs.findbugs.ml.ConvertToARFF,3
edu.umd.cs.findbugs.FindBugs2,51
edu.umd.cs.findbugs.detect.DumbMethodInvocations,4
edu.umd.cs.findbugs.XMLWriteableWithMessages,2
edu.umd.cs.findbugs.plugins.DuplicatePluginIdException,1
edu.umd.cs.findbugs.BugReporterObserver,2
edu.umd.cs.findbugs.TextUIProgressCallback,3
edu.umd.cs.findbugs.XDocsBugReporter,8
edu.umd.cs.findbugs.cloudInterface.BugCollectionStorageCloud,1
edu.umd.cs.findbugs.classfile.engine.bcel.ConstantPoolGenFactory,2
edu.umd.cs.findbugs.ba.type.FieldStoreType,2
edu.umd.cs.findbugs.classfile.IClassPathBuilderProgress,3
edu.umd.cs.findbugs.PluginLoader,88
edu.umd.cs.findbugs.sourceViewer.NoWrapBoxView,2
edu.umd.cs.findbugs.ba.type.FieldStoreTypeDatabase,2
edu.umd.cs.findbugs.ba.bcp.Wild,2
edu.umd.cs.findbugs.ba.obl.InstructionActionCache,7
edu.umd.cs.findbugs.xml.MetaCharacterMap,2
edu.umd.cs.findbugs.sourceViewer.DocumentCharacterIterator,2
edu.umd.cs.findbugs.classfile.engine.bcel.NonExceptionPostdominatorsAnalysis,2
edu.umd.cs.findbugs.ba.AccessibleEntity,2
edu.umd.cs.findbugs.ExitCodes,2
edu.umd.cs.findbugs.ba.MethodChooser,2
edu.umd.cs.findbugs.ba.jsr305.BackwardTypeQualifierDataflow,2
edu.umd.cs.findbugs.ba.LockAnalysis,3
edu.umd.cs.findbugs.detect.LazyInit,6
edu.umd.cs.findbugs.classfile.engine.bcel.CallListDataflowFactory,2
edu.umd.cs.findbugs.ba.vna.ValueNumberCache,4
edu.umd.cs.findbugs.HTMLBugReporter,6
edu.umd.cs.findbugs.visitclass.LVTHelper,2
edu.umd.cs.findbugs.userAnnotations.ri.XMLFileUserAnnotationPlugin,2
edu.umd.cs.findbugs.sourceViewer.NavigableTextPane,3
edu.umd.cs.findbugs.BugInstanceTest,7
edu.umd.cs.findbugs.charsets.UserTextFile,1
edu.umd.cs.findbugs.ba.FileSourceFileDataSource,3
edu.umd.cs.findbugs.ba.SourceFile,3
edu.umd.cs.findbugs.anttask.FilterBugsTask,5
edu.umd.cs.findbugs.PluginUpdateListener,3
edu.umd.cs.findbugs.graph.GraphToolkit,2
edu.umd.cs.findbugs.classfile.engine.EngineRegistrar,2
edu.umd.cs.findbugs.ba.bcp.PatternElementMatch,2
edu.umd.cs.findbugs.ba.ch.ClassVertex,2
edu.umd.cs.findbugs.util.TypeMatcher,2
edu.umd.cs.findbugs.util.FractionalMultiset,6
edu.umd.cs.findbugs.ba.heap.FieldSet,2
edu.umd.cs.findbugs.detect.FindNonSerializableValuePassedToWriteObject,4
edu.umd.cs.findbugs.cloud.appEngine.AbstractAppEngineCloudTest,1
edu.umd.cs.findbugs.util.TopologicalSort,5
edu.umd.cs.findbugs.detect.CallToUnconditionalThrower,8
edu.umd.cs.findbugs.cloud.AbstractCloudTest,29
edu.umd.cs.findbugs.model.SimilarClassSet,2
edu.umd.cs.findbugs.Analyze,4
edu.umd.cs.findbugs.ProjectStats,22
edu.umd.cs.findbugs.workflow.FileBugHash,9
edu.umd.cs.findbugs.filter.RankMatcher,3
edu.umd.cs.findbugs.AWTEventQueueExecutor,1
edu.umd.cs.findbugs.ba.npe.ReturnValueNullnessPropertyDatabase,2
edu.umd.cs.findbugs.ComponentPlugin,1
edu.umd.cs.findbugs.ba.jsr305.ForwardTypeQualifierDataflow,2
edu.umd.cs.findbugs.ba.npe.IsNullValueAnalysis,13
edu.umd.cs.findbugs.ba.npe.NonNullParamViolation,2
edu.umd.cs.findbugs.ba.interproc.ParameterProperty,3
edu.umd.cs.findbugs.gui2.DisplayNonmodelMessage,8
edu.umd.cs.findbugs.PrintingBugReporter,20
edu.umd.cs.findbugs.detect.XMLFactoryBypass,2
edu.umd.cs.findbugs.LocalVariableAnnotation,15
edu.umd.cs.findbugs.BugPattern,10
edu.umd.cs.findbugs.detect.StreamEquivalenceClass,2
edu.umd.cs.findbugs.classfile.engine.bcel.package-info,2
edu.umd.cs.findbugs.detect.FindReturnRef,6
edu.umd.cs.findbugs.ba.ch.InterproceduralCallGraphEdge,2
edu.umd.cs.findbugs.classfile.IClassObserver,2
edu.umd.cs.findbugs.sourceViewer.HighlightInformation,2
edu.umd.cs.findbugs.ba.PruneInfeasibleExceptionEdges,5
edu.umd.cs.findbugs.classfile.engine.asm.ClassReaderAnalysisEngine,2
edu.umd.cs.findbugs.CallGraph,2
edu.umd.cs.findbugs.ba.DFSEdgeTypes,2
edu.umd.cs.findbugs.annotations.DefaultAnnotationForFields,3
edu.umd.cs.findbugs.DiscoverSourceDirectories,4
edu.umd.cs.findbugs.classfile.impl.SingleFileCodeBaseEntry,2
edu.umd.cs.findbugs.gui2.StackedFilterMatcher,3
edu.umd.cs.findbugs.cloud.appEngine.AppEngineCloudMiscTests,1
edu.umd.cs.findbugs.detect.VolatileUsage,5
edu.umd.cs.findbugs.ba.jsr305.ValidatorClassLoader,5
edu.umd.cs.findbugs.ba.LockChecker,2
edu.umd.cs.findbugs.props.GeneralWarningProperty,4
edu.umd.cs.findbugs.gui2.PropertiesDialog,3
edu.umd.cs.findbugs.gui2.FindBugsProjectFileFilter,1
edu.umd.cs.findbugs.TypeAnnotation,10
edu.umd.cs.findbugs.CallGraphNode,1
edu.umd.cs.findbugs.classfile.engine.package-info,2
edu.umd.cs.findbugs.ba.BlockType,2
edu.umd.cs.findbugs.classfile.engine.bcel.NonImplicitExceptionPostDominatorsAnalysisFactory,2
edu.umd.cs.findbugs.sourceViewer.NumberedViewFactory,2
edu.umd.cs.findbugs.detect.InvalidJUnitTest,7
edu.umd.cs.findbugs.gui2.FilterMatcher,3
edu.umd.cs.findbugs.gui2.FilterFactory,5
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierAnnotation,4
infonodeJava.edu.umd.cs.findbugs.gui2.DockLayout,2
edu.umd.cs.findbugs.classfile.engine.ClassParserInterface,2
edu.umd.cs.findbugs.classfile.impl.ClassPathImpl,3
edu.umd.cs.findbugs.ba.npe.package-info,2
edu.umd.cs.findbugs.classfile.engine.bcel.JavaClassAnalysisEngine,3
edu.umd.cs.findbugs.ba.type.TypeFrame,5
edu.umd.cs.findbugs.ba.BlockOrder,3
edu.umd.cs.findbugs.gui.Logger,1
edu.umd.cs.findbugs.gui2.SortableStringComparator,5
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierResolver,6
edu.umd.cs.findbugs.bcel.OpcodeStackDetector,7
edu.umd.cs.findbugs.log.Logger,3
edu.umd.cs.findbugs.classfile.engine.bcel.UsagesRequiringNonNullValuesFactory,2
edu.umd.cs.findbugs.ba.BackwardDataflowAnalysis,2
edu.umd.cs.findbugs.gui2.SplashFrame,6
edu.umd.cs.findbugs.filter.NotMatcherTest,2
edu.umd.cs.findbugs.cloudInterface.AbstractCloud,1
edu.umd.cs.findbugs.detect.FindBadEqualsImplementation,2
edu.umd.cs.findbugs.ba.ch.package-info,2
edu.umd.cs.findbugs.graph.AbstractGraph,3
edu.umd.cs.findbugs.detect.FindUselessControlFlow,3
edu.umd.cs.findbugs.ba.heap.FieldSetAnalysis,4
edu.umd.cs.findbugs.util.Strings,8
edu.umd.cs.findbugs.cloud.appEngine.AppEngineCloudIssueSyncTests,1
edu.umd.cs.findbugs.ba.constant.ConstantDataflow,2
edu.umd.cs.findbugs.ba.ClassHash,4
edu.umd.cs.findbugs.cloud.appEngine.AppEngineCloudClient,2
edu.umd.cs.findbugs.ba.interproc.PropertyDatabaseFormatException,1
edu.umd.cs.findbugs.cloud.username.WebCloudNameLookup,7
edu.umd.cs.findbugs.ba.npe2.Condition,2
edu.umd.cs.findbugs.detect.InheritanceUnsafeGetResource,4
edu.umd.cs.findbugs.detect.UseObjectEquals,2
edu.umd.cs.findbugs.detect.NoteDirectlyRelevantTypeQualifiers,4
edu.umd.cs.findbugs.detect.AnyMethodReturnValueStreamFactory,2
edu.umd.cs.findbugs.classfile.impl.SingleFileCodeBase,4
edu.umd.cs.findbugs.cloud.appEngine.EvaluationsFromXmlUploader,1
edu.umd.cs.findbugs.ba.heap.package-info,1
edu.umd.cs.findbugs.ba.vna.ValueNumberFactory,5
edu.umd.cs.findbugs.classfile.analysis.ClassInfo,18
edu.umd.cs.findbugs.classfile.engine.bcel.NonImplicitExceptionPostDominatorsAnalysis,2
edu.umd.cs.findbugs.classfile.impl.AbstractScannableCodeBaseEntry,2
edu.umd.cs.findbugs.classfile.engine.bcel.LoadedFieldSetFactory,2
edu.umd.cs.findbugs.detect.CheckCalls,2
edu.umd.cs.findbugs.util.StringMatcher,2
edu.umd.cs.findbugs.ba.DataflowCFGPrinter,2
edu.umd.cs.findbugs.gui2.FindBugsAnalysisFileFilter,3
edu.umd.cs.findbugs.detect.FindUncalledPrivateMethods,3
edu.umd.cs.findbugs.cloud.appEngine.AppEngineCloudEvalsTests,1
edu.umd.cs.findbugs.ParameterWarningSuppressor,2
edu.umd.cs.findbugs.ba.Target,2
edu.umd.cs.findbugs.util.TripleKeyHashMap,2
edu.umd.cs.findbugs.ba.obl.MatchMethodEntry,6
edu.umd.cs.findbugs.ba.SignatureParser,4
edu.umd.cs.findbugs.ba.ch.InterproceduralCallGraphVertex,2
edu.umd.cs.findbugs.util.WriteOnceProperties,4
edu.umd.cs.findbugs.ba.obl.ObligationPolicyDatabaseEntryType,2
edu.umd.cs.findbugs.annotations.UnknownNullness,3
edu.umd.cs.findbugs.gui2.MainFrame,102
edu.umd.cs.findbugs.ba.CFG,9
